codmpio,depto2010,mpio2010,codmpio1928,depto1928,mpio1928,match,men1918,women1918,pop1918,houses1928,families1928,men1928,women1928,pop1928,men21_1928,ink
54743,N. De Santander,Silos,11036,Norte De Santander,Silos,1,2366,2583,4949,928,868,2448,2602,5050,1044,
54800,N. De Santander,Teorama,11037,Norte De Santander,Teorama,1,2483,2778,5261,1509,1035,5732,4431,10163,3317,
54820,N. De Santander,Toledo,11038,Norte De Santander,Toledo,1,3010,2969,5979,1246,1491,4962,4568,9530,2020,
54871,N. De Santander,Villa Caro,11039,Norte De Santander,Villa Caro (San Pedro),1,2981,2974,5955,1222,1183,3792,3695,7487,1576,
68001,Santander,Bucaramanga,12001,Santander,Bucaramange,1,11429,13490,24919,6294,5529,21584,22499,44083,12801,
68013,Santander,Aguada,12002,Santander,Aguada,1,1510,1705,3215,886,844,2195,2270,4465,1228,
68020,Santander,Albania,12003,Santander,Albania,1,,,,2775,2776,7521,6396,13917,3896,
68051,Santander,Aratoca,12004,Santander,Aratoca,1,1624,1717,3341,598,609,1848,2002,3850,999,
68079,Santander,Barichara,12005,Santander,Barichara,1,5990,6711,12701,2112,2508,7263,7781,15044,3570,
68081,Santander,Barrancabermeja,12006,Santander,Barrancabermeja,1,,,,1138,1741,6804,1881,8685,5307,
68092,Santander,Betulia,12007,Santander,Betulia,1,1354,1368,2722,657,511,1547,1468,3015,827,
68101,Santander,Bolivar,12008,Santander,Bolivar,1,7060,8690,15750,4375,3559,13928,11614,25542,7791,
68121,Santander,Cabrera,12009,Santander,Cabrera,1,2283,2448,4731,867,761,2692,2357,5049,1572,
68132,Santander,California,12010,Santander,California,1,976,857,1833,418,331,924,919,1843,465,
68147,Santander,Capitanejo,12011,Santander,Capitanejo,1,2014,2074,4088,1766,759,2784,2353,5137,1655,
68152,Santander,Carcasi,12012,Santander,Carcasi,1,2895,2990,5885,1321,1254,3307,3515,6822,1622,
68160,Santander,Cepita,12013,Santander,Cepita,1,1172,1236,2408,447,364,1294,1221,2515,669,
68162,Santander,Cerrito,12014,Santander,Cerrito,1,2007,2151,4158,770,779,2239,2374,4613,1155,
68217,Santander,Coromoro,12015,Santander,Cincelada,1,2777,2710,5487,1227,1228,3101,2989,6090,1553,
68077,Santander,Barbosa,12016,Santander,Cite,1,710,613,1323,688,688,2053,1905,3958,1085,
68207,Santander,Concepcion,12017,Santander,Concepcion,1,2921,3226,6147,1355,1245,3434,3706,7140,1871,
68209,Santander,Confines,12018,Santander,Confines,1,918,930,1848,372,372,1059,1083,2142,550,
68211,Santander,Contratacion,12019,Santander,Contratacion,1,,,,1719,1419,4030,4568,8598,2329,
68229,Santander,Curiti,12020,Santander,Curiti,1,1905,2101,4006,783,679,2692,2638,5330,1400,
68167,Santander,Charala,12021,Santander,Charala,1,4132,4540,8672,1734,1719,4449,4747,9196,2318,
68169,Santander,Charta,12022,Santander,Charta,1,,,,730,715,2244,2116,4360,1052,
68176,Santander,Chima,12023,Santander,Chima,1,1801,1691,3492,731,695,1940,1987,3927,1017,
68179,Santander,Chipata,12024,Santander,Chipata,1,2628,2703,5331,1313,1218,2834,3040,5874,1514,
68264,Santander,Encino,12025,Santander,Encino,1,1256,1272,2528,571,565,1638,1483,3121,898,
68266,Santander,Enciso,12026,Santander,Enciso,1,2623,2676,5299,1017,942,3067,2630,5697,1596,
68276,Santander,Floridablanca,12027,Santander,Florida,1,2746,2719,5465,1015,1043,3373,3173,6546,1697,
68296,Santander,Galan,12028,Santander,Galan,1,2459,2668,5127,1034,958,2487,2729,5216,1322,
68298,Santander,Gambita,12029,Santander,Gambita,1,2739,2385,5124,1045,1013,2688,2640,5328,1323,
68307,Santander,Giron,12030,Santander,Giron,1,4090,3791,7881,1740,1270,4131,4119,8250,2165,
68318,Santander,Guaca,12031,Santander,Guaca,1,3598,3793,7391,2127,1817,6684,6102,12786,3627,
68320,Santander,Guadalupe,12032,Santander,Guadalupe,1,2123,3208,5331,1291,1197,3371,3491,6862,1674,
68322,Santander,Guapota,12033,Santander,Guapota,1,1161,1120,2281,533,533,1625,1782,3407,897,
68324,Santander,Guavata,12034,Santander,Guavata,1,2418,2790,5208,1189,1060,3476,3629,7105,1892,
68327,Santander,Gsepsa,12035,Santander,Guepsa,1,951,956,1907,463,383,1489,1323,2812,812,
68344,Santander,Hato,12036,Santander,Hato,1,1315,1212,2527,430,419,1229,1198,2427,631,
68368,Santander,Jesus Maria,12037,Santander,Jesus Maria,1,7084,8210,15294,1535,1535,4149,4928,9077,2022,
68370,Santander,Jordan,12038,Santander,Jordan,1,841,886,1727,337,327,903,925,1828,451,
68397,Santander,La Paz,12039,Santander,La Paz,1,1733,1790,3523,1732,1377,2273,2326,4599,1045,
68406,Santander,Lebrija,12040,Santander,Lebrija,1,5069,5014,10083,2911,2224,8374,5039,13413,5347,
68418,Santander,Los Santos,12041,Santander,Los Santos,1,1774,1923,3697,729,645,1901,2030,3931,877,
68425,Santander,Macaravita,12042,Santander,Macaravita,1,2595,2712,5307,1074,1127,3955,2972,6927,1455,
68432,Santander,Malaga,12043,Santander,Malaga,1,3948,4568,8516,2232,1839,5479,5926,11405,2970,
68444,Santander,Matanza,12044,Santander,Matanza,1,5231,4975,10206,1271,1000,3524,3339,6863,1706,
68464,Santander,Mogotes,12045,Santander,Mogotes,1,3922,4621,8543,1922,2085,4532,5331,9863,2225,
68468,Santander,Molagavita,12046,Santander,Molavita,1,3584,3766,7350,1422,1312,3740,4434,8174,1795,
68498,Santander,Ocamonte,12047,Santander,Ocamonte,1,1814,2124,3938,798,681,2057,2134,4191,1073,
68500,Santander,Oiba,12048,Santander,Oiba,1,2716,2978,5694,1314,1150,2977,3168,6145,1616,
68502,Santander,Onzaga,12049,Santander,Onzaga,1,3663,4039,7702,1783,1575,4051,4457,8508,2062,
68522,Santander,Palmar,12050,Santander,Palmar,1,862,929,1791,388,557,991,988,1979,510,
68524,Santander,Palmas Del Socorro,12051,Santander,Palmas,1,1330,1275,2605,522,449,1510,1483,2993,804,
68533,Santander,Paramo,12052,Santander,Paramo,1,1421,1228,2649,507,519,1600,1569,3169,903,
68547,Santander,Piedecuesta,12053,Santander,Piedecuesta,1,4584,5072,9656,2885,2614,9445,8147,17592,4876,
68549,Santander,Pinchote,12054,Santander,Pinchote,1,945,1012,1957,414,411,1203,1243,2446,646,
68572,Santander,Puente Nacional,12055,Santander,Puente Nacional,1,5735,5857,11592,2604,2464,8588,7758,16346,4678,
68575,Santander,Puerto Wilches,12056,Santander,Puerto Wilches,1,1875,1549,3424,1277,949,3261,2438,5699,2263,
68615,Santander,Rionegro,12057,Santander,Rionegro,1,8696,7178,15874,2046,2154,10625,8599,19224,6180,
68669,Santander,San Andres,12058,Santander,San Andres,1,6794,7378,14172,3445,3005,11531,12545,24076,5631,
68673,Santander,San Benito,12059,Santander,San Benito,1,1248,1237,2485,604,526,1731,1396,3127,1013,
68679,Santander,San Gil,12060,Santander,San Gil,1,4978,6133,11111,2304,2142,8663,7634,16297,4108,
68682,Santander,San Joaquin,12061,Santander,San Joaquin,1,1666,1654,3320,707,700,1884,1944,3828,962,
68684,Santander,San Jose De Miranda,12062,Santander,San Jose De Miranda,1,3018,3289,6307,1252,1166,3369,3510,6879,1640,
68686,Santander,San Miguel,12063,Santander,San Miguel,1,2270,2399,4669,1379,1041,3295,3672,6967,1850,
68689,Santander,San Vicente De Chucuri,12064,Santander,San Vicente De Chucuri,1,5459,4497,9956,1285,1442,6082,4516,10598,2889,
68745,Santander,Simacota,12065,Santander,Simacota,1,3005,2092,5097,1475,1028,2876,2925,5801,1522,
68755,Santander,Socorro,12066,Santander,Socorro,1,5598,7018,12616,2047,2228,8505,8532,17037,4822,
68770,Santander,Suaita,12067,Santander,Suaita,1,4096,4077,8173,1970,1246,3837,4177,8014,2040,
68773,Santander,Sucre,12068,Santander,Sucre,1,3364,3550,6914,2879,2333,8492,6808,15300,3946,
68780,Santander,Surata,12069,Santander,Surata,1,2260,2295,4555,1212,656,2407,2535,4942,1094,
68820,Santander,Tona,12070,Santander,Tona,1,1830,1737,3567,684,680,2142,1991,4133,991,
68051,Santander,Aratoca,12071,Santander,Umpala,1,1371,1330,2701,1108,1131,2728,2907,5635,1675,
68855,Santander,Valle De San Jose,12072,Santander,Valle,1,2370,2828,5198,857,850,2131,2468,4599,1000,
68861,Santander,Velez,12073,Santander,Velez,1,3769,4612,8381,1883,1654,4305,5056,9361,2267,
68895,Santander,Zapatoca,12074,Santander,Zapatoca,1,4739,5952,10691,1746,2072,7152,7040,14192,3933,
73001,Tolima,Ibague,13001,Tolima,Ibague,1,14874,15381,30255,6493,6966,28105,28228,56333,15262,
73024,Tolima,Alpujarra,13002,Tolima,Alpujarra,1,1982,2188,4170,605,795,2183,2459,4642,1020,
73026,Tolima,Alvarado,13003,Tolima,Alvarado (Caldas),1,2719,2533,5252,858,881,2957,2673,5630,1434,
73030,Tolima,Ambalema,13004,Tolima,Ambalema,1,3183,3680,6863,1294,1327,4545,3768,8313,2549,
73043,Tolima,Anzoategui,13005,Tolima,Anzoategui (Briceño),1,2076,2041,4117,1046,1178,3834,3626,7460,1729,
73055,Tolima,Armero,13006,Tolima,Armero (San Lorenzo),1,2919,2862,5781,1154,1214,3720,3547,7267,1817,
73067,Tolima,Ataco,13007,Tolima,Ataco,1,2325,2186,4511,1314,1285,4354,3937,8291,2039,
,,,13008,Tolima,Briceño (V. Anzoategui),3,,,,,,,,,,
,,,13009,Tolima,Caldas (V. Alvarado),3,,,,,,,,,,
73148,Tolima,Carmen De Apicala,13010,Tolima,Carmen De Apicala,1,1562,1601,3163,617,686,2219,2122,4341,1161,
73152,Tolima,Casabianca,13011,Tolima,Casabianca,1,1965,1970,3935,1055,851,2914,2792,5706,1296,
73200,Tolima,Coello,13012,Tolima,Coello,1,2923,2853,5776,653,991,2883,2862,5745,1300,
73217,Tolima,Coyaima,13013,Tolima,Coyaima,1,4429,4996,9425,1313,1752,4608,5161,9769,2013,
73226,Tolima,Cunday,13014,Tolima,Cunday,1,3293,2768,6061,2092,1544,6031,4921,10952,3134,
73168,Tolima,Chaparral,13015,Tolima,Chaparral,1,8072,8283,16355,4082,3629,11540,11423,22963,5316,
73236,Tolima,Dolores,13016,Tolima,Dolores,1,2432,2501,4933,1181,1056,3208,3173,6381,1517,
73268,Tolima,Espinal,13017,Tolima,Espinal,1,7492,8488,15980,3657,3396,9390,10494,19884,4228,
73270,Tolima,Falan,13018,Tolima,Falan (Santana),1,4020,3755,7775,1954,1767,5317,5155,10472,2367,
73283,Tolima,Fresno,13019,Tolima,Fresno,1,5655,5787,11442,2087,2460,7816,7760,15576,3352,
73319,Tolima,Guamo,13020,Tolima,Guamo,1,7471,8497,15968,3496,3346,8529,9660,18189,3680,
73347,Tolima,Herveo,13021,Tolima,Herveo (Soledad),1,3573,3543,7116,1446,1270,4181,4039,8220,1840,
73349,Tolima,Honda,13022,Tolima,Honda,1,3474,4325,7799,2525,2459,6039,6583,12622,3425,
73352,Tolima,Icononzo,13023,Tolima,Icononzo,1,3085,2753,5838,1052,1248,4189,4009,8198,1931,
73408,Tolima,Lerida,13024,Tolima,Lerida,1,2556,2719,5275,1334,1261,3517,3626,7143,1679,
73411,Tolima,Libano,13025,Tolima,Libano,1,11183,11068,22251,5297,4190,13971,13805,27776,6379,
73443,Tolima,Mariquita,13026,Tolima,Mariquita,1,3074,2875,5949,1664,1523,4708,4383,9091,2295,
73449,Tolima,Melgar,13027,Tolima,Melgar,1,2714,2594,5308,1018,837,3095,2986,6081,1590,
,,,13028,Tolima,Miraflores (V. Rovira),3,,,,,,,,,,
73483,Tolima,Natagaima,13029,Tolima,Natagaima,1,6442,7168,13610,2161,2548,7440,8072,15512,3245,
73504,Tolima,Ortega,13030,Tolima,Ortega,1,6771,7386,14157,3402,3018,8858,9369,18227,3989,
73547,Tolima,Piedras,13031,Tolima,Piedras,1,1814,1851,3665,779,709,1930,1959,3889,871,
73563,Tolima,Prado,13032,Tolima,Prado,1,2404,2351,4755,995,954,2615,2577,5192,1172,
73585,Tolima,Purificacion,13033,Tolima,Purificacion,1,8025,8993,17018,1707,2542,7778,8823,16601,3379,
73124,Tolima,Cajamarca,13034,Tolima,Quesada (San Miguel De Perdomo),1,2627,2434,5061,1015,1390,5906,3876,9782,3518,
73624,Tolima,Rovira,13035,Tolima,Rovira (Miraflores),1,4345,4069,8414,2361,1601,6034,5625,11659,2717,
73675,Tolima,San Antonio,13036,Tolima,San Antonio,1,2557,2518,5075,1015,1259,4710,4307,9017,2117,
,,,13037,Tolima,San Lorenzo (V. Armero),3,,,,,,,,,,
73678,Tolima,San Luis,13038,Tolima,San Luiz,1,3510,3673,7183,1314,1227,3289,3493,6782,1514,
,,,13039,Tolima,San Miguel (V. Quesada),3,,,,,,,,,,
,,,13040,Tolima,Santana (V. Falan),3,,,,,,,,,,
73686,Tolima,Santa Isabel,13041,Tolima,Santa Isabel,1,1923,1723,3646,945,869,3424,3258,6682,1613,
,,,13042,Tolima,Santa Rosa (V. Suarez),3,,,,,,,,,,
,,,13043,Tolima,Soledad (V. Herveo),3,,,,,,,,,,
73770,Tolima,Suarez,13044,Tolima,Suarez (Santa Rosa),1,2713,2789,5502,870,869,2510,2521,5031,1185,
73854,Tolima,Valle De San Juan,13045,Tolima,Valle,1,1885,1891,3776,925,927,2810,2675,5485,1343,
73861,Tolima,Venadillo,13046,Tolima,Venadillo,1,3578,3343,6921,1456,1465,4875,4467,9342,2463,
73870,Tolima,Villahermosa,13047,Tolima,Villahermosa,1,4362,4366,8728,1961,1653,7127,7223,14350,3462,
76001,Valle Del Cauca,Cali,14001,Valle,Cali,1,20098,25427,45525,11199,15366,62417,60430,122847,34548,
76020,Valle Del Cauca,Alcala,14002,Valle,Alcala,1,,,,2133,952,3105,2687,5792,1400,
76036,Valle Del Cauca,Andalucia,14003,Valle,Andalucia,1,,,,1467,1233,3435,3375,6810,1527,
76041,Valle Del Cauca,Ansermanuevo,14004,Valle,Ansermanuevo,1,,,,2094,2059,2059,5584,12085,2728,
76100,Valle Del Cauca,Bolivar,14005,Valle,Bolivar,1,2701,2944,5645,1407,1177,3726,3632,7358,1552,
76109,Valle Del Cauca,Buenaventura,14006,Valle,Buenaventura,1,4353,4474,8827,3303,4445,13987,11347,25334,7322,
76111,Valle Del Cauca,Guadalajara De Buga,14007,Valle,Buga,1,5980,7581,13561,4808,4201,15714,15266,30980,8050,
76113,Valle Del Cauca,Bugalagrande,14008,Valle,Bugalagrande,1,3187,2927,6114,1096,1039,3420,2999,6419,1672,
76122,Valle Del Cauca,Caicedonia,14009,Valle,Caicedonia,1,,,,1331,1249,3974,3600,7574,1619,
76130,Valle Del Cauca,Candelaria,14010,Valle,Candelaria,1,5435,4813,10248,2037,1902,6233,5636,11869,3145,
76147,Valle Del Cauca,Cartago,14011,Valle,Cartago,1,10329,11141,21470,3297,3307,9929,9136,19065,5485,
76248,Valle Del Cauca,El Cerrito,14012,Valle,Cerrito,1,3512,3650,7162,1239,1444,4219,3963,8182,2011,
76233,Valle Del Cauca,Dagua,14013,Valle,Dagua,1,3635,3211,6846,1850,1837,6030,4825,10855,2799,
76275,Valle Del Cauca,Florida,14014,Valle,Florida,1,2584,2508,5092,1331,1211,3525,3474,6999,1761,
76318,Valle Del Cauca,Guacari,14015,Valle,Guacari,1,3663,3597,7260,1566,1467,4508,4300,8808,2096,
76828,Valle Del Cauca,Trujillo,14016,Valle,Huasano,1,1683,1563,3246,,,,,,,
76364,Valle Del Cauca,Jamundi,14017,Valle,Jamundi,1,3466,3372,6838,1517,1555,4423,4311,8734,1944,
76400,Valle Del Cauca,La Union,14018,Valle,La Union,1,1949,2046,3995,1068,956,2593,2522,5115,1193,
76403,Valle Del Cauca,La Victoria,14019,Valle,La Victoria,1,3089,2957,6046,1017,1052,3178,2793,5971,1435,
76109,Valle Del Cauca,Buenaventura,14020,Valle,Naya,1,1648,1718,3366,,,,,,,
76497,Valle Del Cauca,Obando,14021,Valle,Obando,1,,,,750,711,2534,1928,4462,1277,
76520,Valle Del Cauca,Palmira,14022,Valle,Palmira,1,13428,13604,27032,5582,6173,20512,19439,39951,10742,
76377,Valle Del Cauca,La Cumbre,14023,Valle,Pavas (La Cumbre),1,2494,2317,4811,1348,1102,3659,3402,7061,1649,
76563,Valle Del Cauca,Pradera,14024,Valle,Pradera,1,3243,3123,6366,1524,1625,15237,4948,20185,2568,
76606,Valle Del Cauca,Restrepo,14025,Valle,Restrepo,1,,,,782,773,2591,2204,4795,1229,
76616,Valle Del Cauca,Riofrio,14026,Valle,Riofrio,1,,,,1555,1404,4514,3944,8458,1984,
76622,Valle Del Cauca,Roldanillo,14027,Valle,Roldanillo,1,4371,4826,9197,1938,1730,5104,5217,10321,2108,
76670,Valle Del Cauca,San Pedro,14028,Valle,San Pedro,1,1660,1621,3281,714,677,1934,1769,3703,984,
76364,Valle Del Cauca,Jamundi,14029,Valle,San Vicente,1,2584,2678,5262,,,,,,,
76736,Valle Del Cauca,Sevilla,14030,Valle,Sevilla,1,6134,5514,11648,2983,3520,11008,9289,20297,4846,
76823,Valle Del Cauca,Toro,14031,Valle,Toro,1,1957,2476,4433,2005,2153,8260,6913,15173,4334,
76828,Valle Del Cauca,Trujillo,14032,Valle,Trujillo,1,,,,,,,,,,
76834,Valle Del Cauca,Tulua,14033,Valle,Tulua,1,7728,7546,15274,3149,4678,16505,14527,31032,9241,
76845,Valle Del Cauca,Ulloa,14034,Valle,Ulloa (Villa Sucre),1,,,,655,660,1952,1897,3849,854,
76863,Valle Del Cauca,Versalles,14035,Valle,Versalles,1,3006,2761,5767,1335,1175,4230,3383,7613,1799,
76869,Valle Del Cauca,Vijes,14036,Valle,Vijes,1,1974,1639,3613,480,541,2521,2253,4774,1373,
,,,14037,Valle,Villas Sucre (Ulloa),3,,,,,,,,,,
76890,Valle Del Cauca,Yotoco,14038,Valle,Yotoco,1,3109,2813,5922,1558,1348,4622,4064,8686,2187,
76892,Valle Del Cauca,Yumbo,14039,Valle,Yumbo,1,1785,1778,3563,843,80,2669,2409,5078,1299,
76895,Valle Del Cauca,Zarzal,14040,Valle,Zarzal,1,1998,2223,4221,1223,1590,5663,4392,10055,2165,
27001,Choco,Quibdo,15001,Intendencia Del Choco,Quibdo,1,11959,12763,24722,3827,3162,10346,11570,21916,4702,
27006,Choco,Acandi,15002,Intendencia Del Choco,Acandi,1,983,1002,1985,250,264,894,510,1404,469,
27073,Choco,Bagado,15003,Intendencia Del Choco,Bagado,1,1397,1394,2791,409,410,1268,1306,2574,551,
27205,Choco,Condoto,15004,Intendencia Del Choco,Condoto,1,2594,2259,4853,1879,1469,4301,4034,8335,2211,
27245,Choco,El Carmen De Atrato,15005,Intendencia Del Choco,El Carmen,1,1244,1545,2789,581,508,1742,1717,3459,748,
27361,Choco,Istmina,15006,Intendencia Del Choco,Istmina,1,5607,5615,11222,1787,1784,8036,7098,15134,3757,
27372,Choco,Jurado,15007,Intendencia Del Choco,Jurado,1,793,835,1628,211,629,629,632,1261,270,
27491,Choco,Novita,15008,Intendencia Del Choco,Novita,1,2402,2298,4700,716,2826,2826,3026,5852,1281,
27495,Choco,Nuqui,15009,Intendencia Del Choco,Nuqui,1,985,1052,2037,362,1128,1128,1143,2271,476,
27077,Choco,Bajo Baudo,15010,Intendencia Del Choco,Pizarro,1,3269,3144,6413,1039,3088,3088,3090,6178,1223,
27615,Choco,Riosucio,15011,Intendencia Del Choco,Riosucio,1,873,845,1718,426,1485,1485,1173,2658,917,
27745,Choco,Sipi,15012,Intendencia Del Choco,Sipi,1,716,741,1457,270,863,863,905,1768,418,
27787,Choco,Tado,15013,Intendencia Del Choco,Tado,1,3204,3387,6591,1235,3813,3813,4018,7831,1775,
50001,Meta,Villavicencio,16001,Intendencia Del Meta,Villavicencio,1,2672,2064,4736,1062,986,4190,3516,7706,2278,
50001,Meta,Villavicencio,16002,Intendencia Del Meta,Cabuyaro (Hoy Corregimiento De Villavicencio),1,540,436,976,,,,,,,
50245,Meta,El Calvario,16003,Intendencia Del Meta,El Calvario,1,491,473,964,459,340,936,1014,1950,397,
50606,Meta,Restrepo,16004,Intendencia Del Meta,Restrepo,1,1036,735,1771,881,768,3139,2209,5348,1808,
50689,Meta,San Martin,16005,Intendencia Del Meta,San Martin,1,1734,1490,3224,659,470,1386,1343,2729,641,
88001,San Andres,San Andres,17001,Intendencia De San Andres Y Providencia,San Andres,1,1916,1946,3862,858,896,1831,2067,3898,878,
88564,San Andres,Providencia,17002,Intendencia De San Andres Y Providencia,Providencia,1,1050,1041,2091,480,428,981,1108,2089,380,
91001,Amazonas,Leticia,18001,Comisaria Del Amazonas,Leticia,1,,,50,70,250,103,353,,,
,,,18002,Comisaria Del Amazonas,Tribus,2,,,,,900,760,1660,,,
81001,Arauca,Arauca,19001,Comisaria De Arauca,Arauca,1,2059,1830,3889,851,937,2896,2734,5630,,
81065,Arauca,Arauquita,19002,Comisaria De Arauca,Arauquita,1,577,484,1061,203,190,459,441,900,,
81220,Arauca,Cravo Norte,19003,Comisaria De Arauca,Cravo Norte,1,572,548,1120,189,169,573,627,1200,,
,,,19004,Comisaria De Arauca,El Viento,3,,,,,,,,,,
,,,19005,Comisaria De Arauca,San Lope,,,,,108,47,126,134,260,,
81794,Arauca,Tame,19006,Comisaria De Arauca,Tame,1,,,,312,327,1053,1012,2065,,
81001,Arauca,Arauca,19007,Comisaria De Arauca,Todos Los Santos,1,106,86,192,,,,,,,
,,,19008,Comisaria De Arauca,Tribus,2,,,660,,,1576,1052,2628,,
18001,Caqueta,Florencia,20001,Comisaria Del Caqueta,Florencia,1,1613,1344,2957,978,1280,3305,2347,5652,1587,
18753,Caqueta,San Vicente Del Caguan,20002,Comisaria Del Caqueta,San Vicente,1,464,345,809,426,370,1250,1083,2333,542,
,,,20003,Comisaria Del Caqueta,Otros Corregimientos,2,886,702,1558,681,456,1590,1234,2824,675,
,,,20004,Comisaria Del Caqueta,Tribus,2,,,68900,,,1785,1560,3345,,
,,,21001,Comisaria De La Goajira,San Antonio,,10591,12061,22652,1474,1435,3108,3132,6240,1015,
,,,21002,Comisaria De La Goajira,Tribus,2,,,,,,14684,12441,27125,,
86568,Putumayo,Puerto Asis,22001,Comisaria Del Putumayo,Puerto Asis,1,348,219,567,442,416,972,774,1746,181,
,,,22002,Comisaria Del Putumayo,Albernia,,92,68,160,,,,,,,
,,,22003,Comisaria Del Putumayo,Guepi,,143,118,261,,,,,,,
86001,Putumayo,Mocoa,22004,Comisaria Del Putumayo,Mocoa,1,644,562,1206,486,469,784,625,1409,143,
,,,22005,Comisaria Del Putumayo,San Andres,,216,273,489,,,,,,,
86755,Putumayo,San Francisco,22006,Comisaria Del Putumayo,San Francisco,1,237,222,459,,,,,,,
86757,Putumayo,San Miguel,22007,Comisaria Del Putumayo,San Miguel,1,120,105,225,,,,,,,
86760,Putumayo,Santiago,22008,Comisaria Del Putumayo,Santiago,1,908,966,1874,574,675,1193,953,2146,248,
86749,Putumayo,Sibundoy,22009,Comisaria Del Putumayo,Sibundoy,1,641,677,1318,404,477,842,668,1510,155,
,,,22010,Comisaria Del Putumayo,Sucre,,316,295,611,437,513,910,723,1633,172,
,,,22011,Comisaria Del Putumayo,Tribus,2,,,33600,,,4309,3767,8076,,
,,,23001,Comisaria Del Vaupes,Tribus,2,,,5600,,,3706,3242,6948,,
,,,24001,Comisaria Del Vichada,San Rafael De Murillo,,266,254,540,,,,,,,
99001,Vichada,Puerto Carreño,24002,Comisaria Del Vichada,Puerto Carreño,1,,,,367,473,1319,994,2313,242,
,,,24003,Comisaria Del Vichada,Tribus,2,,,5000,,,4968,3836,8804,,
